ep.,num,start,end,キャラクター,字幕テキスト
1,217,"00:19:29,689","00:19:33,075",白雪ひめ,というわけで
1,218,"00:19:33,075","00:19:37,813",白雪ひめ,めぐみはプリキュアね!
1,218,"00:19:33,075","00:19:37,813",愛乃めぐみ,へっ? プリキュア?
1,219,"00:19:37,813","00:19:41,584",相楽真央,♪♪「りろらり ぽえぽえ…」 うん?
1,220,"00:19:41,584","00:19:43,636",ナマケルダ,ステキな帽子ですな
1,221,"00:19:43,636","00:19:46,022",ナマケルダ,買ってもらった帽子が
1,221,"00:19:43,636","00:19:46,022",ナマケルダ,気に入っていて
1,222,"00:19:46,022","00:19:50,226",ナマケルダ,とても うれしいのだね
1,222,"00:19:46,022","00:19:50,226",ナマケルダ,分かりますぞ
1,223,"00:19:50,226","00:19:55,526",ナマケルダ,鏡に映る未来を最悪にしろー!
1,224,"00:19:56,649","00:20:01,049",ナマケルダ,来い 来い サイアーク!
1,225,"00:20:03,489","00:20:06,092",サイアーク,サイアーク!
1,226,"00:20:06,092","00:20:08,794",リボン,ハッ!? この気配は…
1,227,"00:20:08,794","00:20:12,565",,≪サイアークだ 逃げろ!≫
1,228,"00:20:12,565","00:20:15,801",リボン,この子の幸せを
1,228,"00:20:12,565","00:20:15,801",リボン,利用されたんですわ!
1,229,"00:20:15,801","00:20:17,653",愛乃めぐみ,真央ちゃんが なんで!?
1,230,"00:20:17,653","00:20:21,607",ナマケルダ,帽子をよろこぶ その姿が
1,230,"00:20:17,653","00:20:21,607",ナマケルダ,目障りだったのでね
1,231,"00:20:21,607","00:20:27,263",ナマケルダ,その幸せを不幸にかえて
1,231,"00:20:21,607","00:20:27,263",ナマケルダ,サイアークにしてやったのですぞ
1,232,"00:20:27,263","00:20:31,934",リボン,あいつは幻影帝国幹部の
1,232,"00:20:27,263","00:20:31,934",リボン,ナマケルダですわ!
1,233,"00:20:31,934","00:20:37,056",ナマケルダ,いい! この暗くてジメジメした感じが
1,233,"00:20:31,934","00:20:37,056",ナマケルダ,たまらんですぞ!
1,234,"00:20:37,056","00:20:41,594",ナマケルダ,サイアーク!
1,234,"00:20:37,056","00:20:41,594",ナマケルダ,どんどんカビを広げたまえ!
1,235,"00:20:41,594","00:20:46,082",白雪ひめ,サイアーク!
1,235,"00:20:41,594","00:20:46,082",白雪ひめ,今度こそ 負けないんだから
1,236,"00:20:46,082","00:20:48,100",,♪♪～
1,237,"00:20:48,100","00:20:50,453",リボン,≪かわルンルン!≫
1,238,"00:20:50,453","00:20:57,443",,♪♪～
1,239,"00:20:57,443","00:21:02,648",白雪ひめ,プリキュア
1,239,"00:20:57,443","00:21:02,648",白雪ひめ,くるりんミラーチェンジ!
1,240,"00:21:02,648","00:21:22,602",,♪♪～
1,241,"00:21:22,602","00:21:33,646",,♪♪～
1,242,"00:21:33,646","00:21:44,323",,♪♪～
1,243,"00:21:44,323","00:21:50,513",白雪ひめ,天空に舞う 蒼き風!
1,244,"00:21:50,513","00:21:53,113",白雪ひめ,キュアプリンセス!
1,245,"00:21:54,967","00:21:59,138",愛乃めぐみ,うぉー!
1,245,"00:21:54,967","00:21:59,138",愛乃めぐみ,本物のプリキュアだー!
1,246,"00:21:59,138","00:22:04,343",白雪ひめ,トォー! ニャーー!
1,246,"00:21:59,138","00:22:04,343",サイアーク,フン!
1,247,"00:22:04,343","00:22:09,015",白雪ひめ,プリンセス ボール!
1,248,"00:22:09,015","00:22:11,467",白雪ひめ,トリャッ!
1,248,"00:22:09,015","00:22:11,467",サイアーク,サイ!
1,249,"00:22:11,467","00:22:14,170",リボン愛乃めぐみ,アアッ!
1,250,"00:22:14,170","00:22:17,156",ナマケルダ,キュアプリンセス
1,250,"00:22:14,170","00:22:17,156",ナマケルダ,また負けに来たのですか?
1,251,"00:22:17,156","00:22:19,392",白雪ひめ,ウゥ…
1,252,"00:22:19,392","00:22:24,096",ナマケルダ,トドメをさすのですぞ
1,252,"00:22:19,392","00:22:24,096",ナマケルダ,サイアーク!
1,253,"00:22:24,096","00:22:28,768",白雪ひめ,ウゥ…
1,254,"00:22:28,768","00:22:31,420",愛乃めぐみ,ダメー!
1,254,"00:22:28,768","00:22:31,420",白雪ひめ,めぐみ!
1,255,"00:22:31,420","00:22:35,858",ナマケルダ,ほう… サイアークの前に
1,255,"00:22:31,420","00:22:35,858",ナマケルダ,立ちふさがる勇気・度胸
1,256,"00:22:35,858","00:22:38,694",ナマケルダ,見上げたものですな
1,257,"00:22:38,694","00:22:41,964",ナマケルダ,でも きみ ふるえていますぞ
1,257,"00:22:38,694","00:22:41,964",白雪ひめ,アッ…
1,258,"00:22:41,964","00:22:46,369",愛乃めぐみ,こんなの
1,258,"00:22:41,964","00:22:46,369",愛乃めぐみ,こわいに決まっているでしょう!
1,259,"00:22:46,369","00:22:49,472",ナマケルダ,なら なぜ にげないのかね?
1,260,"00:22:49,472","00:22:54,710",愛乃めぐみ,こわいけど…
1,260,"00:22:49,472","00:22:54,710",愛乃めぐみ,どうしたらいいか分からないけど
1,261,"00:22:54,710","00:22:59,010",愛乃めぐみ,でも わたし… 友達を助けたい!
1,262,"00:23:00,916","00:23:04,520",ナマケルダ,見て見ぬふりをして
1,262,"00:23:00,916","00:23:04,520",ナマケルダ,自分の身を守る
1,263,"00:23:04,520","00:23:07,373",ナマケルダ,それが かしこい生き方ですぞ
1,264,"00:23:07,373","00:23:11,527",愛乃めぐみ,自分だけ よければいいなんて
1,264,"00:23:07,373","00:23:11,527",愛乃めぐみ,わたしはイヤだ
1,265,"00:23:11,527","00:23:15,164",愛乃めぐみ,みんなで幸せになる!
1,265,"00:23:11,527","00:23:15,164",愛乃めぐみ,それが幸せ!
1,266,"00:23:15,164","00:23:18,064",愛乃めぐみ,ハピネスなんだからー!
1,267,"00:23:19,852","00:23:22,452",ブルー,これは!?
1,268,"00:23:23,355","00:23:25,341",ブルー,愛が…
1,269,"00:23:25,341","00:23:29,541",ブルー,地球を救う愛が生まれた…
1,270,"00:23:30,679","00:23:33,666",サイアーク,サイ!?
1,270,"00:23:30,679","00:23:33,666",ナマケルダ,なんて 不愉快な光だ!
1,271,"00:23:33,666","00:23:38,220",リボン,愛の結晶が めぐみの気持ちに
1,271,"00:23:33,666","00:23:38,220",リボン,反応してるですわ!
1,272,"00:23:38,220","00:23:40,820",白雪ひめ,アア…
1,272,"00:23:38,220","00:23:40,820",愛乃めぐみ,ウワッ!
1,273,"00:23:43,876","00:23:47,663",愛乃めぐみ,これは…
1,273,"00:23:43,876","00:23:47,663",愛乃めぐみ,もしかして プリキュアの!?
1,274,"00:23:47,663","00:23:51,200",リボン,プリチェンミラーに
1,274,"00:23:47,663","00:23:51,200",リボン,プリカードを入れて かけ声を…
1,275,"00:23:51,200","00:23:54,036",愛乃めぐみ,知ってる! さっき見てたから
1,276,"00:23:54,036","00:23:58,641",愛乃めぐみ,では 愛乃めぐみ いきます!
1,277,"00:23:58,641","00:24:00,292",,♪♪～
1,278,"00:24:00,292","00:24:02,361",リボン,≪かわルンルン!≫
1,279,"00:24:02,361","00:24:09,585",,♪♪～
1,280,"00:24:09,585","00:24:14,373",愛乃めぐみ,プリキュア
1,280,"00:24:09,585","00:24:14,373",愛乃めぐみ,くるりんミラーチェンジ!
1,281,"00:24:14,373","00:24:34,360",,♪♪～
1,282,"00:24:34,360","00:24:45,421",,♪♪～
1,283,"00:24:45,421","00:24:55,397",,♪♪～
1,284,"00:24:55,397","00:25:02,738",愛乃めぐみ,世界に広がるビッグな愛!
1,285,"00:25:02,738","00:25:05,738",愛乃めぐみ,キュアラブリー!
1,286,"00:25:08,043","00:25:10,412",愛乃めぐみ,おー!
1,287,"00:25:10,412","00:25:14,517",愛乃めぐみ,おー! わたし
1,287,"00:25:10,412","00:25:14,517",愛乃めぐみ,プリキュアに変身しちゃったよ
1,288,"00:25:14,517","00:25:17,653",愛乃めぐみ,ヒャッホー! イェーイ!
1,289,"00:25:17,653","00:25:21,357",リボン,キュアラブリーは
1,289,"00:25:17,653","00:25:21,357",リボン,なんで キュアラブリーなんですの?
1,290,"00:25:21,357","00:25:25,311",愛乃めぐみ,わたし 好きな言葉が
1,290,"00:25:21,357","00:25:25,311",愛乃めぐみ,愛とラブとラブリーなんで!
1,291,"00:25:25,311","00:25:27,046",ナマケルダ,キュアラブリー
1,292,"00:25:27,046","00:25:30,015",ナマケルダ,新しいプリキュアのお手並み
1,292,"00:25:27,046","00:25:30,015",ナマケルダ,拝見しますぞ!
1,293,"00:25:30,015","00:25:32,251",ナマケルダ,サイアーク!
1,293,"00:25:30,015","00:25:32,251",サイアーク,サイ!
1,294,"00:25:32,251","00:25:34,753","愛乃めぐみ,リボン",(ラブリー・リボン)ワワワワ…
1,295,"00:25:34,753","00:25:37,053",愛乃めぐみ,ワー!
1,296,"00:25:40,292","00:25:44,146",愛乃めぐみ,うん? オー!
1,296,"00:25:40,292","00:25:44,146",愛乃めぐみ,やるじゃん わたし!
1,297,"00:25:44,146","00:25:46,046",白雪ひめ,すごい…
1,298,"00:25:48,601","00:25:50,819",愛乃めぐみ,不幸は ここまで!
1,299,"00:25:50,819","00:25:54,206",愛乃めぐみ,このキュアラブリーが
1,299,"00:25:50,819","00:25:54,206",愛乃めぐみ,みんなのハピネス
1,300,"00:25:54,206","00:25:56,606",愛乃めぐみ,取りもどすんだから!
2,1,"00:00:34,616","00:00:36,618",リボン,≪かわルンルン!≫
2,2,"00:00:36,618","00:00:43,642",,♪♪～
2,3,"00:00:43,642","00:00:49,181",愛乃めぐみ,プリキュア
2,3,"00:00:43,642","00:00:49,181",愛乃めぐみ,くるりんミラーチェンジ!
2,4,"00:00:49,181","00:01:09,201",,♪♪～
2,5,"00:01:09,201","00:01:19,144",,♪♪～
2,6,"00:01:19,144","00:01:29,554",,♪♪～
2,7,"00:01:29,554","00:01:33,654",愛乃めぐみ,世界に広がるビッグな愛!
2,8,"00:01:37,045","00:01:39,245",愛乃めぐみ,キュアラブリー!
2,9,"00:01:44,286","00:01:47,456",,アハッ キュアドリームだよ!
2,10,"00:01:47,456","00:01:50,025",,プリキュア10周年 ありがとう!
2,11,"00:01:50,025","00:01:53,662",,まだ まだ いくよ～!
2,11,"00:01:50,025","00:01:53,662",,けって～い!
2,12,"00:01:53,662","00:01:56,662",,♪♪～主題歌
2,12,"00:01:53,662","00:01:56,662",,『ハピネスチャージプリキュア!WOW!』
2,13,"00:05:09,608","00:05:11,726",ナマケルダ,威勢は いいようですな
2,14,"00:05:11,726","00:05:16,081",ナマケルダ,サイアーク
2,14,"00:05:11,726","00:05:16,081",ナマケルダ,きみの本気を見せてあげたまえ
2,15,"00:05:16,081","00:05:19,017",サイアーク,サイアーク!
2,16,"00:05:19,017","00:05:21,517",愛乃めぐみ,ダァー!
2,17,"00:05:23,421","00:05:26,324",愛乃めぐみ,フッ!
2,18,"00:05:26,324","00:05:28,960",愛乃めぐみ,ハァッ! アッ!
2,19,"00:05:28,960","00:05:31,296",白雪ひめ,あっ…
2,19,"00:05:28,960","00:05:31,296",愛乃めぐみ,ウウ…
2,20,"00:05:31,296","00:05:34,649",白雪ひめ,あぶない! ヤァー!
2,21,"00:05:34,649","00:05:36,549",白雪ひめ,エイ!
2,22,"00:05:40,672","00:05:44,476",サイアーク,サイアーク!
2,22,"00:05:40,672","00:05:44,476","愛乃めぐみ,白雪ひめ",(2人)ウワ～!
2,23,"00:05:44,476","00:05:48,196",愛乃めぐみ,ウッ!
2,23,"00:05:44,476","00:05:48,196",白雪ひめ,ワッ! イタッ…
2,24,"00:05:48,196","00:05:51,766",愛乃めぐみ,ウッ… 何のこれしき! ウワー!
2,25,"00:05:51,766","00:05:53,618",白雪ひめ,ダ… ダメだわ…
2,26,"00:05:53,618","00:05:56,421",リボン,プリンセス!
2,26,"00:05:53,618","00:05:56,421",リボン,左腕のラブプリブレスで
2,27,"00:05:56,421","00:05:59,040",リボン,サイアークを浄化するですわ!
2,28,"00:05:59,040","00:06:01,676",白雪ひめ,また負けちゃうの?
2,29,"00:06:01,676","00:06:03,662",愛乃めぐみ,フッ! フッ!
2,30,"00:06:03,662","00:06:05,714",白雪ひめ,やっぱり こわいよ…
2,31,"00:06:05,714","00:06:10,814",リボン,またですか! ラブリーだって
2,31,"00:06:05,714","00:06:10,814",リボン,きっと こわいんですよ!
2,32,"00:06:12,704","00:06:15,604",愛乃めぐみ,ウワッ! アッ…
2,33,"00:06:18,843","00:06:24,432",ナマケルダ,口だけですな めんどくさいので
2,33,"00:06:18,843","00:06:24,432",ナマケルダ,まとめて消えてもらいますぞ
2,34,"00:06:24,432","00:06:26,732",白雪ひめ,そうはいかないわ!
2,35,"00:06:29,104","00:06:32,804",白雪ひめ,プリンセス トルネード!
2,36,"00:06:34,576","00:06:36,661",ナマケルダ,ヌッ…
2,36,"00:06:34,576","00:06:36,661",白雪ひめ,にげるわよ!
2,37,"00:06:36,661","00:06:39,514",愛乃めぐみ,えっ? でも
2,37,"00:06:36,661","00:06:39,514",愛乃めぐみ,真央ちゃんを助けないと…
2,38,"00:06:39,514","00:06:42,214",白雪ひめ,いいから早く!
2,38,"00:06:39,514","00:06:42,214",愛乃めぐみ,あっ!
2,39,"00:06:44,803","00:06:48,103",ナマケルダ,プリキュアがにげた…
2,40,"00:06:56,564","00:07:00,168",リボン,ここが わがブルースカイ王国の
2,40,"00:06:56,564","00:07:00,168",リボン,大使館ですわ
2,41,"00:07:00,168","00:07:02,187",愛乃めぐみ,へぇ～ こんな所に!
2,42,"00:07:02,187","00:07:06,324",白雪ひめ,シッ!
2,42,"00:07:02,187","00:07:06,324",白雪ひめ,大きな声出さないで
2,43,"00:07:06,324","00:07:08,224",白雪ひめ,今よ!
2,44,"00:07:14,065","00:07:16,201",白雪ひめ,無事に にげられたわね
2,45,"00:07:16,201","00:07:19,354",愛乃めぐみ,ねぇ ひめ
2,45,"00:07:16,201","00:07:19,354",愛乃めぐみ,早く真央ちゃんを助けに行こうよ
2,46,"00:07:19,354","00:07:23,091",白雪ひめ,はっ? あなた さっきのこと
2,46,"00:07:19,354","00:07:23,091",白雪ひめ,もう わすれちゃったの?
2,47,"00:07:23,091","00:07:25,994",白雪ひめ,サイアークに
2,47,"00:07:23,091","00:07:25,994",白雪ひめ,全然かなわなかったじゃない!
2,48,"00:07:25,994","00:07:28,530",愛乃めぐみ,かなわなくったって
2,48,"00:07:25,994","00:07:28,530",愛乃めぐみ,がんばらなきゃ!
2,49,"00:07:28,530","00:07:31,332",愛乃めぐみ,だって あたしたち
2,49,"00:07:28,530","00:07:31,332",愛乃めぐみ,プリキュアなんだし
2,50,"00:07:31,332","00:07:35,270",白雪ひめ,プリキュアだからって
2,50,"00:07:31,332","00:07:35,270",白雪ひめ,何でも できるわけじゃないの!
2,51,"00:07:35,270","00:07:38,339",白雪ひめ,めぐみは何も分かってない!
2,52,"00:07:38,339","00:07:40,275",愛乃めぐみ,うん?
2,53,"00:07:40,275","00:07:42,075",愛乃めぐみ,あっ…
2,54,"00:07:43,261","00:07:45,647",ブルー,まぁ まぁ 2人とも落ち着いて
2,55,"00:07:45,647","00:07:47,749",愛乃めぐみ,ぬおっ!? び… びっくりした～
2,56,"00:07:47,749","00:07:50,668",リボン,ただいま帰りましたわ ブルーさま
2,57,"00:07:50,668","00:07:53,721",白雪ひめ,神さまのウソつき!
2,57,"00:07:50,668","00:07:53,721",愛乃めぐみ,神さま?
2,58,"00:07:53,721","00:07:58,276",白雪ひめ,友達ができたのに サイアークを
2,58,"00:07:53,721","00:07:58,276",白雪ひめ,たおせなかったよ どういうこと!?
2,59,"00:07:58,276","00:08:01,663",愛乃めぐみ,ねぇ この人 神さまなの?
2,59,"00:07:58,276","00:08:01,663",白雪ひめ,そうよ!
2,60,"00:08:01,663","00:08:04,816",リボン,このお方は 地球のすべてを守る神
2,61,"00:08:04,816","00:08:09,037",リボン,正真正銘の
2,61,"00:08:04,816","00:08:09,037",リボン,神さまで あらせられますわ!
2,62,"00:08:09,037","00:08:12,507",愛乃めぐみ,おぉ!
2,62,"00:08:09,037","00:08:12,507",ブルー,ボクはブルー よろしく
2,63,"00:08:12,507","00:08:15,326",ブルー,愛乃めぐみさんこと
2,63,"00:08:12,507","00:08:15,326",ブルー,キュアラブリー
2,64,"00:08:15,326","00:08:19,848",愛乃めぐみ,おぉ! さすが神さま
2,64,"00:08:15,326","00:08:19,848",愛乃めぐみ,何でもお見通しだね
2,65,"00:08:19,848","00:08:22,248",ブルー,鏡で見てたからね
2,66,"00:08:24,469","00:08:28,456",愛乃めぐみ,わぁ～! 何? この鏡
2,67,"00:08:28,456","00:08:31,743",ブルー,サイアークは
2,67,"00:08:28,456","00:08:31,743",ブルー,このぴかりが丘だけじゃなく
2,68,"00:08:31,743","00:08:34,279",ブルー,世界各地で あばれている
2,69,"00:08:34,279","00:08:36,498",愛乃めぐみ,知ってる! ニュースで見た!
2,70,"00:08:36,498","00:08:40,268",ブルー,事の始まりはアクシアという箱だ
2,71,"00:08:40,268","00:08:43,454",ブルー,アクシアには 世界に
2,71,"00:08:40,268","00:08:43,454",ブルー,わざわいを およぼす者たちが
2,72,"00:08:43,454","00:08:45,907",ブルー,封印されていた
2,73,"00:08:45,907","00:08:50,979",ブルー,ある時 そのアクシアが
2,73,"00:08:45,907","00:08:50,979",ブルー,開けられてしまったんだ
2,74,"00:08:50,979","00:08:53,481",ブルー,そして 解放された者たちが
2,75,"00:08:53,481","00:08:57,869",ブルー,サイアークを
2,75,"00:08:53,481","00:08:57,869",ブルー,世界中で あばれさせている
2,76,"00:08:57,869","00:09:01,489",愛乃めぐみ,あのナマケルダってヤツが
2,76,"00:08:57,869","00:09:01,489",愛乃めぐみ,悪者の親玉?
2,77,"00:09:01,489","00:09:05,260",ブルー,いや かれは幹部の1人にすぎない
